,Location,Attribute,Value,Year,Week
5557,Blackfoot / Pocatello,SWW,5.86,2015.0,23.0
5558,Blackfoot / Pocatello,HRW,5.6,2015.0,23.0
5559,Blackfoot / Pocatello,DNS,6.71,2015.0,23.0
5560,Blackfoot / Pocatello,HWW,5.65,2015.0,23.0
5561,Grace / Soda Springs,Barley_Feed,5.1,2015.0,23.0
5562,Grace / Soda Springs,SWW,5.77,2015.0,23.0
5563,Grace / Soda Springs,HRW,5.05,2015.0,23.0
5564,Grace / Soda Springs,DNS,6.03,2015.0,23.0
5565,Burley / Rupert,Barley_Feed,4.75,2015.0,23.0
5566,Burley / Rupert,Malting,12.5,2015.0,23.0
5567,Burley / Rupert,SWW,5.65,2015.0,23.0
5568,Burley / Rupert,HRW,4.6,2015.0,23.0
5569,Burley / Rupert,DNS,6.03,2015.0,23.0
5570,Burley / Rupert,HWW,5.1,2015.0,23.0
5571,Nezperce / Craigmont,Barley_Feed,5.55,2015.0,23.0
5572,Nezperce / Craigmont,SWW,5.35,2015.0,23.0
5573,Nezperce / Craigmont,HRW,5.59,2015.0,23.0
5574,Nezperce / Craigmont,DNS,6.48,2015.0,23.0
5575,Lewiston,Barley_Feed,6.05,2015.0,23.0
5576,Lewiston,SWW,5.6,2015.0,23.0
5577,Lewiston,HRW,5.84,2015.0,23.0
5578,Lewiston,DNS,6.73,2015.0,23.0
5579,Moscow / Genesee,Barley_Feed,5.55,2015.0,23.0
5580,Moscow / Genesee,SWW,5.37,2015.0,23.0
5581,Moscow / Genesee,HRW,5.61,2015.0,23.0
5582,Moscow / Genesee,DNS,6.5,2015.0,23.0
5583,Moscow / Genesee,HWW,5.43,2015.0,23.0
5584,Idaho Falls,Barley_Feed,4.85,2015.0,24.0
5585,Idaho Falls,Malting,12.0,2015.0,24.0
5586,Idaho Falls,SWW,5.68,2015.0,24.0
5587,Idaho Falls,HRW,5.58,2015.0,24.0
5588,Idaho Falls,DNS,6.27,2015.0,24.0
5589,Idaho Falls,HWW,5.63,2015.0,24.0
5590,Burley / Rupert,Barley_Feed,4.75,2015.0,24.0
5591,Burley / Rupert,Malting,12.5,2015.0,24.0
5592,Burley / Rupert,SWW,5.06,2015.0,24.0
5593,Burley / Rupert,HRW,4.65,2015.0,24.0
5594,Burley / Rupert,DNS,5.67,2015.0,24.0
5595,Burley / Rupert,HWW,5.25,2015.0,24.0
5596,Lewiston,Barley_Feed,6.05,2015.0,24.0
5597,Lewiston,SWW,5.6,2015.0,24.0
5598,Lewiston,HRW,5.8,2015.0,24.0
5599,Lewiston,DNS,6.67,2015.0,24.0
5600,Idaho Falls,Barley_Feed,4.85,2015.0,25.0
5601,Idaho Falls,Malting,12.0,2015.0,25.0
5602,Idaho Falls,SWW,5.64,2015.0,25.0
5603,Idaho Falls,HRW,5.24,2015.0,25.0
5604,Idaho Falls,DNS,6.46,2015.0,25.0
5605,Idaho Falls,HWW,5.34,2015.0,25.0
5606,Blackfoot / Pocatello,Malting,10.0,2015.0,25.0
5607,Blackfoot / Pocatello,SWW,5.64,2015.0,25.0
5608,Blackfoot / Pocatello,HRW,5.24,2015.0,25.0
5609,Blackfoot / Pocatello,DNS,6.46,2015.0,25.0
5610,Blackfoot / Pocatello,HWW,5.34,2015.0,25.0
5611,Grace / Soda Springs,Barley_Feed,5.1,2015.0,25.0
5612,Grace / Soda Springs,SWW,5.19,2015.0,25.0
5613,Grace / Soda Springs,HRW,4.63,2015.0,25.0
5614,Grace / Soda Springs,DNS,6.12,2015.0,25.0
5615,Burley / Rupert,Barley_Feed,4.75,2015.0,25.0
5616,Burley / Rupert,Malting,12.5,2015.0,25.0
5617,Nezperce / Craigmont,Barley_Feed,5.55,2015.0,25.0
5618,Nezperce / Craigmont,SWW,5.16,2015.0,25.0
5619,Nezperce / Craigmont,HRW,5.2,2015.0,25.0
5620,Nezperce / Craigmont,DNS,6.22,2015.0,25.0
5621,Lewiston,Barley_Feed,6.05,2015.0,25.0
5622,Lewiston,SWW,5.41,2015.0,25.0
5623,Lewiston,HRW,5.45,2015.0,25.0
5624,Lewiston,DNS,6.47,2015.0,25.0
5625,Moscow / Genesee,Barley_Feed,5.55,2015.0,25.0
5626,Moscow / Genesee,SWW,5.18,2015.0,25.0
5627,Moscow / Genesee,HRW,5.22,2015.0,25.0
5628,Moscow / Genesee,DNS,6.24,2015.0,25.0
5629,Moscow / Genesee,HWW,5.34,2015.0,25.0
5630,Idaho Falls,Barley_Feed,5.1,2015.0,26.0
5631,Idaho Falls,Malting,12.0,2015.0,26.0
5632,Idaho Falls,SWW,5.26,2015.0,26.0
5633,Idaho Falls,HRW,4.86,2015.0,26.0
5634,Idaho Falls,DNS,6.36,2015.0,26.0
5635,Idaho Falls,HWW,,2015.0,26.0
5636,Blackfoot / Pocatello,Malting,10.0,2015.0,26.0
5637,Blackfoot / Pocatello,SWW,,2015.0,26.0
5638,Blackfoot / Pocatello,HRW,5.19,2015.0,26.0
5639,Blackfoot / Pocatello,DNS,6.1,2015.0,26.0
5640,Blackfoot / Pocatello,HWW,,2015.0,26.0
5641,Grace / Soda Springs,Barley_Feed,5.2,2015.0,26.0
5642,Grace / Soda Springs,SWW,5.08,2015.0,26.0
5643,Grace / Soda Springs,HRW,4.83,2015.0,26.0
5644,Grace / Soda Springs,DNS,5.65,2015.0,26.0
5645,Burley / Rupert,Barley_Feed,4.75,2015.0,26.0
5646,Burley / Rupert,Malting,12.5,2015.0,26.0
5647,Burley / Rupert,SWW,,2015.0,26.0
5648,Burley / Rupert,HRW,,2015.0,26.0
5649,Burley / Rupert,DNS,,2015.0,26.0
5650,Burley / Rupert,HWW,,2015.0,26.0
5651,Nezperce / Craigmont,Barley_Feed,5.55,2015.0,26.0
5652,Nezperce / Craigmont,SWW,5.37,2015.0,26.0
5653,Nezperce / Craigmont,HRW,5.17,2015.0,26.0
5654,Nezperce / Craigmont,DNS,6.28,2015.0,26.0
5655,Lewiston,Barley_Feed,6.05,2015.0,26.0
5656,Lewiston,SWW,5.6,2015.0,26.0
5657,Lewiston,HRW,5.42,2015.0,26.0
5658,Lewiston,DNS,6.53,2015.0,26.0
5659,Moscow / Genesee,Barley_Feed,5.55,2015.0,26.0
5660,Moscow / Genesee,SWW,5.37,2015.0,26.0
5661,Moscow / Genesee,HRW,5.19,2015.0,26.0
5662,Moscow / Genesee,DNS,6.3,2015.0,26.0
5663,Moscow / Genesee,HWW,5.45,2015.0,26.0
5664,Idaho Falls,Barley_Feed,5.25,2015.0,28.0
5665,Idaho Falls,Malting,11.46,2015.0,28.0
5666,Idaho Falls,SWW,5.42,2015.0,28.0
5667,Idaho Falls,HRW,6.12,2015.0,28.0
5668,Idaho Falls,DNS,5.73,2015.0,28.0
5669,Blackfoot / Pocatello,Malting,10.0,2015.0,28.0
5670,Blackfoot / Pocatello,SWW,5.85,2015.0,28.0
5671,Blackfoot / Pocatello,HRW,6.2,2015.0,28.0
5672,Blackfoot / Pocatello,HWW,5.85,2015.0,28.0
5673,Grace / Soda Springs,Barley_Feed,5.2,2015.0,28.0
5674,Grace / Soda Springs,SWW,4.83,2015.0,28.0
5675,Grace / Soda Springs,HRW,5.65,2015.0,28.0
5676,Burley / Rupert,Barley_Feed,5.0,2015.0,28.0
5677,Burley / Rupert,Malting,11.46,2015.0,28.0
5678,Burley / Rupert,SWW,5.13,2015.0,28.0
5679,Burley / Rupert,HRW,6.04,2015.0,28.0
5680,Burley / Rupert,DNS,5.24,2015.0,28.0
5681,Nezperce / Craigmont,Barley_Feed,5.8,2015.0,28.0
5682,Nezperce / Craigmont,SWW,5.58,2015.0,28.0
5683,Nezperce / Craigmont,HRW,6.36,2015.0,28.0
5684,Lewiston,Barley_Feed,6.3,2015.0,28.0
5685,Lewiston,SWW,5.83,2015.0,28.0
5686,Lewiston,HRW,6.61,2015.0,28.0
5687,Moscow / Genesee,Barley_Feed,5.8,2015.0,28.0
5688,Moscow / Genesee,SWW,5.6,2015.0,28.0
5689,Moscow / Genesee,HRW,6.38,2015.0,28.0
5690,Moscow / Genesee,HWW,5.71,2015.0,28.0
5691,Idaho Falls,Barley_Feed,5.25,2015.0,29.0
5692,Idaho Falls,Malting,11.46,2015.0,29.0
5693,Idaho Falls,SWW,5.6,2015.0,29.0
5694,Idaho Falls,HRW,5.5,2015.0,29.0
5695,Idaho Falls,DNS,5.9,2015.0,29.0
5696,Idaho Falls,HWW,5.6,2015.0,29.0
5697,Burley / Rupert,Barley_Feed,5.95,2015.0,29.0
5698,Burley / Rupert,Malting,11.46,2015.0,29.0
5699,Burley / Rupert,SWW,5.55,2015.0,29.0
5700,Burley / Rupert,HRW,4.74,2015.0,29.0
5701,Burley / Rupert,DNS,6.69,2015.0,29.0
5702,Burley / Rupert,HWW,5.34,2015.0,29.0
5703,Lewiston,Barley_Feed,6.55,2015.0,29.0
5704,Lewiston,SWW,5.7,2015.0,29.0
5705,Lewiston,HRW,5.62,2015.0,29.0
5706,Lewiston,DNS,6.24,2015.0,29.0
5707,Idaho Falls,Barley_Feed,5.25,2015.0,30.0
5708,Idaho Falls,Malting,11.46,2015.0,30.0
5709,Idaho Falls,SWW,5.2,2015.0,30.0
5710,Idaho Falls,HRW,5.05,2015.0,30.0
5711,Idaho Falls,DNS,5.5,2015.0,30.0
5712,Idaho Falls,HWW,5.15,2015.0,30.0
5713,Burley / Rupert,Barley_Feed,5.75,2015.0,30.0
5714,Burley / Rupert,Malting,11.46,2015.0,30.0
5715,Burley / Rupert,SWW,5.25,2015.0,30.0
5716,Burley / Rupert,HRW,4.33,2015.0,30.0
5717,Burley / Rupert,DNS,5.03,2015.0,30.0
5718,Burley / Rupert,HWW,4.93,2015.0,30.0
5719,Lewiston,Barley_Feed,6.55,2015.0,30.0
5720,Lewiston,SWW,5.25,2015.0,30.0
5721,Lewiston,HRW,5.18,2015.0,30.0
5722,Lewiston,DNS,5.84,2015.0,30.0
5723,Idaho Falls,Barley_Feed,5.25,2015.0,31.0
5724,Idaho Falls,Malting,11.25,2015.0,31.0
5725,Idaho Falls,SWW,4.9,2015.0,31.0
5726,Idaho Falls,HRW,4.45,2015.0,31.0
5727,Idaho Falls,DNS,5.3,2015.0,31.0
5728,Idaho Falls,HWW,4.65,2015.0,31.0
5729,Blackfoot / Pocatello,Malting,10.0,2015.0,31.0
5730,Blackfoot / Pocatello,SWW,4.9,2015.0,31.0
5731,Blackfoot / Pocatello,HRW,4.45,2015.0,31.0
5732,Blackfoot / Pocatello,DNS,5.3,2015.0,31.0
5733,Blackfoot / Pocatello,HWW,4.65,2015.0,31.0
5734,Grace / Soda Springs,Barley_Feed,5.4,2015.0,31.0
5735,Grace / Soda Springs,SWW,5.11,2015.0,31.0
5736,Grace / Soda Springs,HRW,4.45,2015.0,31.0
5737,Grace / Soda Springs,DNS,5.39,2015.0,31.0
5738,Burley / Rupert,Barley_Feed,5.75,2015.0,31.0
5739,Burley / Rupert,Malting,11.46,2015.0,31.0
5740,Burley / Rupert,SWW,5.15,2015.0,31.0
5741,Burley / Rupert,HRW,4.1,2015.0,31.0
5742,Burley / Rupert,DNS,5.09,2015.0,31.0
5743,Burley / Rupert,HWW,4.7,2015.0,31.0
5744,Nezperce / Craigmont,Barley_Feed,6.05,2015.0,31.0
5745,Nezperce / Craigmont,SWW,4.8,2015.0,31.0
5746,Nezperce / Craigmont,HRW,4.89,2015.0,31.0
5747,Nezperce / Craigmont,DNS,4.89,2015.0,31.0
5748,Lewiston,Barley_Feed,6.55,2015.0,31.0
5749,Lewiston,SWW,5.05,2015.0,31.0
5750,Lewiston,HRW,5.14,2015.0,31.0
5751,Lewiston,DNS,5.14,2015.0,31.0
5752,Moscow / Genesee,Barley_Feed,6.05,2015.0,31.0
5753,Moscow / Genesee,SWW,4.82,2015.0,31.0
5754,Moscow / Genesee,HRW,4.92,2015.0,31.0
5755,Moscow / Genesee,DNS,4.92,2015.0,31.0
5756,Moscow / Genesee,HWW,4.93,2015.0,31.0
5757,Idaho Falls,Barley_Feed,5.85,2015.0,32.0
5758,Idaho Falls,Malting,11.25,2015.0,32.0
5759,Idaho Falls,SWW,4.85,2015.0,32.0
5760,Idaho Falls,DNS,5.05,2015.0,32.0
5761,Idaho Falls,HWW,4.65,2015.0,32.0
5762,Burley / Rupert,Barley_Feed,6.0,2015.0,32.0
5763,Burley / Rupert,Malting,11.46,2015.0,32.0
5764,Burley / Rupert,SWW,5.22,2015.0,32.0
5765,Burley / Rupert,HRW,4.19,2015.0,32.0
5766,Burley / Rupert,DNS,5.02,2015.0,32.0
5767,Burley / Rupert,HWW,4.79,2015.0,32.0
5768,Lewiston,Barley_Feed,6.05,2015.0,32.0
5769,Lewiston,SWW,5.12,2015.0,32.0
5770,Lewiston,HRW,5.05,2015.0,32.0
5771,Lewiston,DNS,5.5,2015.0,32.0
5772,Idaho Falls,Barley_Feed,5.85,2015.0,33.0
5773,Idaho Falls,Malting,11.0,2015.0,33.0
5774,Idaho Falls,SWW,4.95,2015.0,33.0
5775,Idaho Falls,HRW,4.27,2015.0,33.0
5776,Idaho Falls,DNS,5.0,2015.0,33.0
5777,Idaho Falls,HWW,4.55,2015.0,33.0
5778,Burley / Rupert,Barley_Feed,5.7,2015.0,33.0
5779,Burley / Rupert,Malting,11.46,2015.0,33.0
5780,Burley / Rupert,SWW,5.07,2015.0,33.0
5781,Burley / Rupert,HRW,4.11,2015.0,33.0
5782,Burley / Rupert,DNS,4.9,2015.0,33.0
5783,Burley / Rupert,HWW,4.71,2015.0,33.0
5784,Lewiston,Barley_Feed,6.5,2015.0,33.0
5785,Lewiston,SWW,5.05,2015.0,33.0
5786,Lewiston,HRW,4.98,2015.0,33.0
5787,Lewiston,DNS,5.58,2015.0,33.0
5788,Idaho Falls,Barley_Feed,5.85,2015.0,34.0
5789,Idaho Falls,Malting,11.0,2015.0,34.0
5790,Idaho Falls,SWW,5.05,2015.0,34.0
5791,Idaho Falls,HRW,4.1,2015.0,34.0
5792,Idaho Falls,DNS,5.15,2015.0,34.0
5793,Idaho Falls,HWW,4.55,2015.0,34.0
5794,Burley / Rupert,Barley_Feed,6.0,2015.0,34.0
5795,Burley / Rupert,Malting,11.46,2015.0,34.0
5796,Burley / Rupert,SWW,5.1,2015.0,34.0
5797,Burley / Rupert,HRW,4.1,2015.0,34.0
5798,Burley / Rupert,DNS,4.88,2015.0,34.0
5799,Burley / Rupert,HWW,4.7,2015.0,34.0
5800,Lewiston,Barley_Feed,6.5,2015.0,34.0
5801,Lewiston,SWW,5.04,2015.0,34.0
5802,Lewiston,HRW,5.07,2015.0,34.0
5803,Lewiston,DNS,5.51,2015.0,34.0
5804,Idaho Falls,Barley_Feed,5.85,2015.0,35.0
5805,Idaho Falls,Malting,11.0,2015.0,35.0
5806,Idaho Falls,SWW,5.05,2015.0,35.0
5807,Idaho Falls,HRW,4.15,2015.0,35.0
5808,Idaho Falls,DNS,4.75,2015.0,35.0
5809,Idaho Falls,HWW,4.35,2015.0,35.0
5810,Blackfoot / Pocatello,Malting,9.0,2015.0,35.0
5811,Blackfoot / Pocatello,SWW,5.05,2015.0,35.0
5812,Blackfoot / Pocatello,HRW,4.15,2015.0,35.0
5813,Blackfoot / Pocatello,DNS,4.75,2015.0,35.0
5814,Blackfoot / Pocatello,HWW,4.35,2015.0,35.0
5815,Grace / Soda Springs,Barley_Feed,5.75,2015.0,35.0
5816,Grace / Soda Springs,SWW,5.04,2015.0,35.0
5817,Grace / Soda Springs,HRW,4.12,2015.0,35.0
5818,Grace / Soda Springs,DNS,4.93,2015.0,35.0
5819,Burley / Rupert,Barley_Feed,6.0,2015.0,35.0
5820,Burley / Rupert,Malting,11.46,2015.0,35.0
5821,Burley / Rupert,SWW,5.05,2015.0,35.0
5822,Burley / Rupert,HRW,4.04,2015.0,35.0
5823,Burley / Rupert,DNS,4.79,2015.0,35.0
5824,Burley / Rupert,HWW,4.64,2015.0,35.0
5825,Nezperce / Craigmont,Barley_Feed,5.75,2015.0,35.0
5826,Nezperce / Craigmont,SWW,4.77,2015.0,35.0
5827,Nezperce / Craigmont,HRW,4.78,2015.0,35.0
5828,Nezperce / Craigmont,DNS,5.18,2015.0,35.0
5829,Lewiston,Barley_Feed,6.25,2015.0,35.0
5830,Lewiston,SWW,5.03,2015.0,35.0
5831,Lewiston,HRW,5.04,2015.0,35.0
5832,Lewiston,DNS,5.44,2015.0,35.0
5833,Moscow / Genesee,Barley_Feed,5.75,2015.0,35.0
5834,Moscow / Genesee,SWW,4.8,2015.0,35.0
5835,Moscow / Genesee,HRW,4.81,2015.0,35.0
5836,Moscow / Genesee,DNS,5.21,2015.0,35.0
5837,Moscow / Genesee,HWW,5.05,2015.0,35.0
5838,Idaho Falls,Barley_Feed,5.85,2015.0,36.0
5839,Idaho Falls,Malting,11.0,2015.0,36.0
5840,Idaho Falls,SWW,4.1,2015.0,36.0
5841,Idaho Falls,HRW,4.9,2015.0,36.0
5842,Idaho Falls,DNS,4.5,2015.0,36.0
5843,Blackfoot / Pocatello,Malting,9.0,2015.0,36.0
5844,Blackfoot / Pocatello,SWW,4.1,2015.0,36.0
5845,Blackfoot / Pocatello,HRW,4.9,2015.0,36.0
5846,Blackfoot / Pocatello,HWW,4.5,2015.0,36.0
5847,Grace / Soda Springs,Barley_Feed,5.75,2015.0,36.0
5848,Grace / Soda Springs,SWW,4.14,2015.0,36.0
5849,Grace / Soda Springs,HRW,5.18,2015.0,36.0
5850,Burley / Rupert,Barley_Feed,6.0,2015.0,36.0
5851,Burley / Rupert,Malting,11.46,2015.0,36.0
5852,Burley / Rupert,SWW,4.0,2015.0,36.0
5853,Burley / Rupert,HRW,4.78,2015.0,36.0
5854,Burley / Rupert,HWW,4.5,2015.0,36.0
5855,Nezperce / Craigmont,Barley_Feed,5.75,2015.0,36.0
5856,Nezperce / Craigmont,SWW,4.78,2015.0,36.0
5857,Nezperce / Craigmont,HRW,5.29,2015.0,36.0
5858,Lewiston,Barley_Feed,6.25,2015.0,36.0
5859,Lewiston,SWW,5.04,2015.0,36.0
5860,Lewiston,HRW,5.55,2015.0,36.0
5861,Moscow / Genesee,Barley_Feed,5.75,2015.0,36.0
5862,Moscow / Genesee,SWW,4.81,2015.0,36.0
5863,Moscow / Genesee,HRW,5.32,2015.0,36.0
5864,Moscow / Genesee,HWW,4.99,2015.0,36.0
5865,Idaho Falls,Barley_Feed,5.6,2015.0,37.0
5866,Idaho Falls,Malting,10.42,2015.0,37.0
5867,Idaho Falls,SWW,4.15,2015.0,37.0
5868,Idaho Falls,HRW,4.85,2015.0,37.0
5869,Idaho Falls,DNS,4.55,2015.0,37.0
5870,Blackfoot / Pocatello,Malting,9.0,2015.0,37.0
5871,Blackfoot / Pocatello,SWW,4.15,2015.0,37.0
5872,Blackfoot / Pocatello,HRW,4.85,2015.0,37.0
5873,Blackfoot / Pocatello,HWW,4.55,2015.0,37.0
5874,Grace / Soda Springs,Barley_Feed,5.75,2015.0,37.0
5875,Grace / Soda Springs,SWW,4.13,2015.0,37.0
5876,Grace / Soda Springs,HRW,5.15,2015.0,37.0
5877,Burley / Rupert,Barley_Feed,5.8,2015.0,37.0
5878,Burley / Rupert,Malting,10.42,2015.0,37.0
5879,Burley / Rupert,SWW,3.97,2015.0,37.0
5880,Burley / Rupert,HRW,4.71,2015.0,37.0
5881,Burley / Rupert,HWW,4.57,2015.0,37.0
5882,Nezperce / Craigmont,Barley_Feed,5.75,2015.0,37.0
5883,Nezperce / Craigmont,SWW,4.94,2015.0,37.0
5884,Nezperce / Craigmont,HRW,5.35,2015.0,37.0
5885,Lewiston,Barley_Feed,6.25,2015.0,37.0
5886,Lewiston,SWW,5.2,2015.0,37.0
5887,Lewiston,HRW,5.61,2015.0,37.0
5888,Moscow / Genesee,Barley_Feed,5.75,2015.0,37.0
5889,Moscow / Genesee,SWW,4.97,2015.0,37.0
5890,Moscow / Genesee,HRW,5.38,2015.0,37.0
5891,Moscow / Genesee,HWW,5.06,2015.0,37.0
5892,Idaho Falls,Barley_Feed,5.5,2015.0,38.0
5893,Idaho Falls,Malting,9.38,2015.0,38.0
5894,Idaho Falls,SWW,4.1,2015.0,38.0
5895,Idaho Falls,HRW,5.3,2015.0,38.0
5896,Idaho Falls,DNS,4.7,2015.0,38.0
5897,Burley / Rupert,Barley_Feed,5.8,2015.0,38.0
5898,Burley / Rupert,Malting,9.38,2015.0,38.0
5899,Burley / Rupert,SWW,4.11,2015.0,38.0
5900,Burley / Rupert,HRW,4.81,2015.0,38.0
5901,Burley / Rupert,HWW,4.71,2015.0,38.0
5902,Lewiston,Barley_Feed,6.25,2015.0,38.0
5903,Lewiston,SWW,5.28,2015.0,38.0
5904,Lewiston,HRW,5.74,2015.0,38.0
5905,Idaho Falls,Barley_Feed,5.85,2015.0,39.0
5906,Idaho Falls,Malting,9.38,2015.0,39.0
5907,Idaho Falls,SWW,4.25,2015.0,39.0
5908,Idaho Falls,HRW,5.4,2015.0,39.0
5909,Idaho Falls,DNS,4.85,2015.0,39.0
5910,Burley / Rupert,Barley_Feed,5.9,2015.0,39.0
5911,Burley / Rupert,Malting,9.38,2015.0,39.0
5912,Burley / Rupert,SWW,4.31,2015.0,39.0
5913,Burley / Rupert,HRW,5.06,2015.0,39.0
5914,Burley / Rupert,HWW,4.91,2015.0,39.0
5915,Lewiston,Barley_Feed,6.25,2015.0,39.0
5916,Lewiston,SWW,5.49,2015.0,39.0
5917,Lewiston,HRW,6.05,2015.0,39.0
5918,Idaho Falls,Barley_Feed,5.85,2015.0,40.0
5919,Idaho Falls,Malting,9.38,2015.0,40.0
5920,Idaho Falls,SWW,4.45,2015.0,40.0
5921,Idaho Falls,HRW,5.42,2015.0,40.0
5922,Idaho Falls,DNS,5.0,2015.0,40.0
5923,Blackfoot / Pocatello,Malting,9.0,2015.0,40.0
5924,Blackfoot / Pocatello,SWW,4.45,2015.0,40.0
5925,Blackfoot / Pocatello,HRW,5.45,2015.0,40.0
5926,Blackfoot / Pocatello,HWW,5.0,2015.0,40.0
5927,Grace / Soda Springs,Barley_Feed,5.8,2015.0,40.0
5928,Grace / Soda Springs,SWW,4.41,2015.0,40.0
5929,Grace / Soda Springs,HRW,5.42,2015.0,40.0
5930,Burley / Rupert,Barley_Feed,6.0,2015.0,40.0
5931,Burley / Rupert,Malting,9.38,2015.0,40.0
5932,Burley / Rupert,SWW,4.36,2015.0,40.0
5933,Burley / Rupert,HRW,5.07,2015.0,40.0
5934,Burley / Rupert,HWW,4.96,2015.0,40.0
5935,Nezperce / Craigmont,Barley_Feed,5.75,2015.0,40.0
5936,Nezperce / Craigmont,SWW,5.33,2015.0,40.0
5937,Nezperce / Craigmont,HRW,5.79,2015.0,40.0
5938,Lewiston,Barley_Feed,6.25,2015.0,40.0
5939,Lewiston,SWW,5.59,2015.0,40.0
5940,Lewiston,HRW,6.05,2015.0,40.0
5941,Moscow / Genesee,Barley_Feed,5.75,2015.0,40.0
5942,Moscow / Genesee,SWW,5.36,2015.0,40.0
5943,Moscow / Genesee,HRW,5.82,2015.0,40.0
5944,Moscow / Genesee,HWW,5.5,2015.0,40.0
5945,Idaho Falls,Barley_Feed,6.0,2015.0,41.0
5946,Idaho Falls,Malting,9.25,2015.0,41.0
5947,Idaho Falls,SWW,4.45,2015.0,41.0
5948,Idaho Falls,HRW,5.35,2015.0,41.0
5949,Idaho Falls,DNS,5.0,2015.0,41.0
5950,Burley / Rupert,Barley_Feed,6.0,2015.0,41.0
5951,Burley / Rupert,Malting,9.38,2015.0,41.0
5952,Burley / Rupert,SWW,4.43,2015.0,41.0
5953,Burley / Rupert,HRW,5.12,2015.0,41.0
5954,Burley / Rupert,HWW,5.03,2015.0,41.0
5955,Lewiston,Barley_Feed,6.25,2015.0,41.0
5956,Lewiston,SWW,5.61,2015.0,41.0
5957,Lewiston,HRW,6.1,2015.0,41.0
5958,Idaho Falls,Barley_Feed,6.0,2015.0,42.0
5959,Idaho Falls,Malting,9.2,2015.0,42.0
5960,Idaho Falls,SWW,4.4,2015.0,42.0
5961,Idaho Falls,HRW,5.26,2015.0,42.0
5962,Idaho Falls,DNS,4.95,2015.0,42.0
5963,Blackfoot / Pocatello,Malting,9.0,2015.0,42.0
5964,Blackfoot / Pocatello,SWW,4.4,2015.0,42.0
5965,Blackfoot / Pocatello,HRW,5.3,2015.0,42.0
5966,Blackfoot / Pocatello,HWW,4.95,2015.0,42.0
5967,Grace / Soda Springs,Barley_Feed,6.0,2015.0,42.0
5968,Grace / Soda Springs,SWW,4.42,2015.0,42.0
5969,Grace / Soda Springs,HRW,5.27,2015.0,42.0
5970,Burley / Rupert,Barley_Feed,6.0,2015.0,42.0
5971,Burley / Rupert,Malting,9.38,2015.0,42.0
5972,Burley / Rupert,SWW,4.35,2015.0,42.0
5973,Burley / Rupert,HRW,5.06,2015.0,42.0
5974,Burley / Rupert,HWW,4.95,2015.0,42.0
5975,Nezperce / Craigmont,Barley_Feed,5.75,2015.0,42.0
5976,Nezperce / Craigmont,SWW,5.29,2015.0,42.0
5977,Nezperce / Craigmont,HRW,5.79,2015.0,42.0
5978,Lewiston,Barley_Feed,6.25,2015.0,42.0
5979,Lewiston,SWW,5.55,2015.0,42.0
5980,Lewiston,HRW,6.05,2015.0,42.0
5981,Moscow / Genesee,Barley_Feed,5.75,2015.0,42.0
5982,Moscow / Genesee,SWW,5.32,2015.0,42.0
5983,Moscow / Genesee,HRW,5.82,2015.0,42.0
5984,Moscow / Genesee,HWW,5.46,2015.0,42.0
5985,Idaho Falls,Barley_Feed,6.0,2015.0,43.0
5986,Idaho Falls,Malting,9.3,2015.0,43.0
5987,Idaho Falls,SWW,5.05,2015.0,43.0
5988,Idaho Falls,HRW,4.16,2015.0,43.0
5989,Idaho Falls,DNS,5.11,2015.0,43.0
5990,Idaho Falls,HWW,4.65,2015.0,43.0
5991,Burley / Rupert,Barley_Feed,6.1,2015.0,43.0
5992,Burley / Rupert,Malting,9.38,2015.0,43.0
5993,Burley / Rupert,SWW,5.15,2015.0,43.0
5994,Burley / Rupert,HRW,4.16,2015.0,43.0
5995,Burley / Rupert,DNS,4.92,2015.0,43.0
5996,Burley / Rupert,HWW,4.66,2015.0,43.0
5997,Lewiston,Barley_Feed,6.25,2015.0,43.0
5998,Lewiston,SWW,4.99,2015.0,43.0
5999,Lewiston,HRW,5.33,2015.0,43.0
6000,Lewiston,DNS,5.94,2015.0,43.0
6001,Idaho Falls,Barley_Feed,5.8,2015.0,44.0
6002,Idaho Falls,Malting,9.3,2015.0,44.0
6003,Idaho Falls,SWW,4.2,2015.0,44.0
6004,Idaho Falls,HRW,5.15,2015.0,44.0
6005,Idaho Falls,DNS,4.75,2015.0,44.0
6006,Blackfoot / Pocatello,Malting,9.0,2015.0,44.0
6007,Blackfoot / Pocatello,SWW,4.2,2015.0,44.0
6008,Blackfoot / Pocatello,HRW,5.15,2015.0,44.0
6009,Blackfoot / Pocatello,HWW,4.75,2015.0,44.0
6010,Grace / Soda Springs,Barley_Feed,6.35,2015.0,44.0
6011,Grace / Soda Springs,SWW,4.34,2015.0,44.0
6012,Grace / Soda Springs,HRW,5.2,2015.0,44.0
6013,Burley / Rupert,Barley_Feed,6.0,2015.0,44.0
6014,Burley / Rupert,Malting,9.38,2015.0,44.0
6015,Burley / Rupert,SWW,4.2,2015.0,44.0
6016,Burley / Rupert,HRW,4.96,2015.0,44.0
6017,Burley / Rupert,HWW,4.8,2015.0,44.0
6018,Nezperce / Craigmont,Barley_Feed,5.75,2015.0,44.0
6019,Nezperce / Craigmont,SWW,5.13,2015.0,44.0
6020,Nezperce / Craigmont,HRW,5.73,2015.0,44.0
6021,Lewiston,Barley_Feed,6.25,2015.0,44.0
6022,Lewiston,SWW,5.39,2015.0,44.0
